,index,Location_Coordinates,Location,Hospital_Name,State,District
8662,15601,"19.1725542, 72.942537","Gala Manor, 1St Flr Near Dhanvantari Hosiptal Above Silver Hardware N.S.Rd Mulund(W) Mumbai",Dr. Khona E N T Hospital,Maharashtra,Mumbai
8663,15602,"19.1758053, 72.9476017","Jalaram Ashish, Ist Floor Devidayal Road Mulund(W)",Dr. Mukhis Raj Hospital,Maharashtra,Mumbai
8664,15603,"19.2375183, 72.8548501","Omkarlal Building, Opposite Rly Station, S V P Road, Mulund (West),",Dr. R.J. Ganatra's Nursing Home,Maharashtra,Mumbai
8665,15604,"19.1725542, 72.942537","A/203, Heritage Holy, J.N.Road, Ambika Nagar, Next To Apna Bazar,Mulund (West),",Dr. Simandhars Eye Care Centre,Maharashtra,Mumbai
8666,15605,"19.1822352, 72.9468948","A-10,Apurva Apt.,Govardhan Nagar,L.B.S.Marg,Mulund(W)",Dr.Redkar's Maternity and Nursing Home,Maharashtra,Mumbai
8667,15606,"19.1734608, 72.9535574","1St Floor, Shri Siddhi Plaza, Above Hast Kala Showroom, R.R.T. Road, Mulund",Drishti Eye Care Centre,Maharashtra,Mumbai
8668,15607,"19.1674543, 72.9512289","1St Floor, Heritage Holy J N Road Mulund - West Mumbai",Holy Trinity Hospital,Maharashtra,Mumbai
8669,15608,"19.1725542, 72.942537","M.G. Road, Opposite Dena Bank, Mulund (W), Mumbai,",Indira Nursing Home,Maharashtra,Mumbai
8670,15609,"19.1753538, 72.9528652",Gor Apartments Mahatma Gandhi Road Mulund (W),Jas-Raj Hospital,Maharashtra,Mumbai
8671,15610,"19.1822352, 72.9468948","A-10, Apurva Apts. Govardhan Nagar, Lbs Marg, Mulund (W), Mumbai",Joshi Surgical Hospital,Maharashtra,Mumbai
8672,15611,"19.1672624, 72.9506072","Sheetal Chayya Premises Co-Op Society, Jawaharlal Nehru Road, Mulund West",Lakshmi Nursing Home,Maharashtra,Mumbai
8673,15612,"19.1565109, 72.9637728","Laxmi Niwas, N.S. Road, Near Syndicate Bank, Mulund, Mumbai,",Lav-Kush Nursing Home,Maharashtra,Mumbai
8674,15613,"19.1725542, 72.942537","12/13/14, 1St Floor, Manisha Heights, Balrajeshwar Road, Near Vaishali Nagar Bus Stop, Mulund(W)",Mahavir Orthopaedic and General Hospital - Mulund (W),Maharashtra,Mumbai
8675,15614,"19.1725542, 72.942537","Raj-Sneha, Opposite Rationing Office, Tambe Nagar, S N Road, Mulund (W)",Mehera Ambe Nursing Home,Maharashtra,Mumbai
8676,15615,"19.1753134, 72.9532236","Dt Gor`S Apt, 1St Floor, M G Rd, Mukund West, Mumbai",Mission Nephro-Uro Pvt Ltd,Maharashtra,Mumbai
8677,15616,"19.1725542, 72.942537","A-7, 1St Floor, Alps Heights, Dr. R.P.Road,Opposite396, Bus Stop, Near Railway Station, Mulund ( West )",Nav Drishti Netralaya,Maharashtra,Mumbai
8678,15617,"19.2040597, 72.9691583","206, Jai Commercial Complex, At The Junction Of M. G. Road And S. L. Road, Opposite Hotel Gurukrupa, Mulund (West)",Netra Jyot Eye Care Centre,Maharashtra,Mumbai
8679,15619,"19.1793036, 72.9563451","104, Patils Heritage, Sarojini, Naidu Road,Tambe Nagar, Mulund(W), Mumbai",Orthocare and Ria Nursing Home,Maharashtra,Mumbai
8680,15620,"19.1747331, 72.9419373","A - 11,Apurva Apartment,Above Cosmos Bank, L.B.S.Marg,Mulund (West)",Padmashree Nursing Home (Mulund),Maharashtra,Mumbai
8681,15621,"19.1672312, 72.9504364","Shreeram Apt, 1St Floor, Jn Road, Mulund West, Mumbai",Pooja Nursing Home Pvt. Ltd.,Maharashtra,Mumbai
8682,15622,"19.1761159, 72.9517295","Yogeshwer Dham, 1St Floor, Above Andhra Bank M G Road, Nr.Panch Rasta Mulund (W)",Prasad Surgical and Children Nursing Home,Maharashtra,Mumbai
8683,15623,"19.1725542, 72.942537","1St Floor, Ambe Maiya Apts, R P Road, Next To Gyan Sarita School Mulund(W) Mumbai",Prasanna Aarogya Health Care,Maharashtra,Mumbai
8684,15624,"19.1725542, 72.942537",Jalaram Ashish (B And C) 1 St Floor Devidal Road Mulund (W),Raj Hospital Mumbai,Maharashtra,Mumbai
8685,15625,"19.1734608, 72.9535574","Navin Jyot Building, R.R.T.Road, Mulund (West)",Rpm Aarogya Hospital Private Limited (Chetna Critical Care Unit and Spt Hosp),Maharashtra,Mumbai
8686,15626,"19.1725542, 72.942537","Jamuna Sadan, 1St Floor, M. G. Road, Near Paanch Rasta, Above Jairam Oil Depo, Mulund (W), Mumbai",Saarthi Health Care,Maharashtra,Mumbai
8687,15628,"19.1725542, 72.942537","Gr Floor,Vikas Apts Near Kalpol Bank, N S Road Mulund (W) Mumbai",Sanjay Eye Clinic,Maharashtra,Mumbai
8688,15629,"19.1725542, 72.942537","Jamuna Sadan,1St. Floor M.G.Road Mulund West",Sarthi Health Care,Maharashtra,Mumbai
8689,15630,"19.1721433, 72.9504824","1St Floor, Kailash Darshan Dr Ambedkar Road , Mulund (W)",Shettys Endoscopic Surgical Center,Maharashtra,Mumbai
8690,15631,"19.0759837, 72.8776559","1St Flr, B Wing Hallmark Commercial Complex Vasant Oscar Layout Near Duncan Co, Mulud Mumbai",Shivaani Mother and Child Care Hospital,Maharashtra,Mumbai
8691,15632,"19.1725542, 72.942537","Opposite Mirani Nagar, 1St Floor, Junction Of Ganesh Gawde Road & Valji Ladha Rad, Mulund (W)",Shraddha Polyclinic and Nursing Home-Mulund-Mumbai,Maharashtra,Mumbai
8692,15634,"19.1557098, 72.9524625",B. P. S. Plaza 1St Floor Near Mulund Bus Depot Devi Dayal Road Mulund (West),Shree Ram Eye Care Centre,Maharashtra,Mumbai
8693,15635,"19.1641019, 72.9453184",Sarvodaya Parshwanath Nagar Mulund W Mumbai,Shree Sai Maternity and Surgical Nursing Home,Maharashtra,Mumbai
8694,15636,"19.1725542, 72.942537","104, Aroto House, Saidham P K Road, Mulund (W), Mumbai",Surya Eye Institute and Research Centre Pvt Ltd,Maharashtra,Mumbai
8695,15638,"19.0351003, 72.8591851","Panchsheel Building., M.G.Road,",Swastika Nursing Home,Maharashtra,Mumbai
8696,15639,"19.1725542, 72.942537","Rashman Apartments, S.L Road Mulund ( West ) , Mumbai",Upasani Maternity and Surgical Nursing Home,Maharashtra,Mumbai
8697,15640,"19.180878, 72.944899","A-4/2, 24, Veena Nagar, Lbs Marg, Mulund (W), Mumbai,",Veena Nagar Health Care Center and Hospital,Maharashtra,Mumbai
8698,15641,"19.1444557, 72.9169635","Veena Nagar Phase Ii, Near Swapna Nagari Tulsi Pipe Line Road, Mulund(W) Mumbai",Vertex Hospital,Maharashtra,Mumbai
8699,15642,"19.1565109, 72.9637728","Maruti Darshan, C Wing, 2Nd Floor, Mulund East, Mumbai",Aaditya Netralaya,Maharashtra,Mumbai
8700,15643,"19.1565109, 72.9637728","Chandraganga Apartments, V.B.Phadke Marg, Near Subway,Mulund (East), Mumbai",Chandraganga Hospital - Mulund,Maharashtra,Mumbai
8701,15644,"19.171775, 72.9622211","Ground Floor, Saurabh V.B. Phadke Rd, Gavanpada, Mulund (E), Mumbai,",Dr. Sabnis Maternity and Nursing Home,Maharashtra,Mumbai
8702,15645,"19.1695051, 72.9596346","101 Maa Durgamata, Hanuman Chowk, Navghar Road, Mulund East, Mumbai",Gomathi Eye Centre,Maharashtra,Mumbai
8703,15646,"19.1735888, 72.9566508","Bunglow 10, Mhada Clolony, Mulund Ease Mumbai",International Institute Of Sleep Sciences,Maharashtra,Mumbai
8704,15647,"19.1695809, 72.9579077","102-B, Varadalaxmi, Near Jay Ganesh Cinema, Gokhale Road, Mulund East, Mumbai",Mahatme  Eye Hospital,Maharashtra,Mumbai
8705,15648,"19.1702704, 72.958854",Gayatri Building 1St Floor Hanuman Chowk L T Road Mulund(E) Mumbai,Maher Maternity and Nursing Home,Maharashtra,Mumbai
8706,15649,"19.1695809, 72.9579077","1St Floor, Girnar Building, Next To Dominos Pizza, Hanuman Chowk, Gokhale Road, Mulund(East)",Maruti Nursing Home,Maharashtra,Mumbai
8707,15650,"19.1565109, 72.9637728","Shanti Sadan Gv Scheme Road, 90 Ft Road Mulund (E) Mumbai",Mulund Nursing Home,Maharashtra,Mumbai
8708,15651,"19.1565109, 72.9637728","1St Flr Sitamai Apartmets Hanuman Chowk L.T. Road, Mulund (East)",Omkar Surgical and Maternity Home,Maharashtra,Mumbai
8709,15653,"19.1565109, 72.9637728","Vidhataapartments, Groundfloor, Mulund(E)",Saidhanhospital Iccu and Eye Care,Maharashtra,Mumbai
8710,15654,"19.1714081, 72.9578599","Shreenath Plaza, L. T. Marg, Mulund East, Mumbai,",Shushrusha Hospital and Icu,Maharashtra,Mumbai
8711,15655,"19.1747331, 72.9419373","Mulund Colony, Opposite Chhedda Petrol Pump, Off L. B. S. Road, Mulund (West)",Aastha Health Care - Mumbai,Maharashtra,Mumbai
8712,15656,"19.1711783, 72.933681","Buiding No. E/5, Highland Park Guru Gobind Singh Road , Jai Shastri Nagar , Mulund Colony , Mulund ( West )",Ashirwad Maternity and Nursing Home,Maharashtra,Mumbai
8713,15657,"19.1725542, 72.942537","E-5/03, Highland, Park, Jaishuskinagar, Mulundcolony, Mulund(W)",Sai Siddhi Hospital,Maharashtra,Mumbai
8714,15658,"19.1176258, 72.9327686","139/2447, Group Vii, Tagore Nagar, Vikhroli (E), Mumbai",Atul - Lok Hospital,Maharashtra,Mumbai
8715,15659,"19.0966611, 72.9239095","Pirojshanagar, Vikhroli(E), Mumbai",Godrej Memorial Hospital,Maharashtra,Mumbai
8716,15660,"19.1167435, 72.937045","Sai-Prasad Shopping Centre, Kannamwar Nagar, Vikhroli",Jan-Seva Charitable Trust`S Sai-Krupa General Hospital,Maharashtra,Mumbai
8717,15661,"19.091182, 72.9208636","210/3042, Near Sangali Sahakari Bank, Tagore Nagar No.1, Vikhroli(E), Mumbai",Laxmi Health Care Center and Iccu,Maharashtra,Mumbai
8718,15662,"19.0759837, 72.8776559","237/3258, Tagore Nagar, Opp: Muncipal Market, Vikroli - East Mumbai",Modi General Hospital And Iccu,Maharashtra,Mumbai
8719,15663,"19.091182, 72.9208636","283/3633, Tagore Nagar, Group 2, 90 Feet Road, Near Taxi Stand, Vikhroli (East), Mumbai,",Ruby Medical Centre,Maharashtra,Mumbai
8720,15664,"19.091182, 72.9208636","254/3383, Tagore Nagar, Ganesh Mandir Road, Vikhroli (E), Mumbai",Shakuntala Nursing Home,Maharashtra,Mumbai
8721,15665,"19.1132913, 72.9306159","Laxmi Estate, Opposite Khamkar Masala Station Road, Hazare Marg , Vikhroli (E) Hazare Marg , Vikhroli (E)",Shrinathji Hospital,Maharashtra,Mumbai
8722,15666,"19.091182, 72.9208636","No. 199/2952, Group No. 08/B,Opposite Old Tagore Nagar Post Office,Tagore Nagar,Vikhroli East,",Yashwant Hospital,Maharashtra,Mumbai
8723,15667,"19.07907, 72.907976","Jagruti Co-Op Hsg Near Maratha Mandir Co-Op Bank,Bhatwadi Ghatkopar Mumbai",Abhishek Nursing Home,Maharashtra,Mumbai
8724,15668,"19.0908063, 72.9076669","Ground Floor, Khanna Apartment, Link Road Asalpha Ghatkopar (West)",Sagar Nursing Home and Icu,Maharashtra,Mumbai
8725,15669,"19.0908063, 72.9076669","101-102-103, Sai Darshan Co-Opp Soc Asaifa, Bhattwadi Ghatkopar - West Mumbai",Vivek Maternity And Nursing Home,Maharashtra,Mumbai
8726,15670,"19.0908063, 72.9076669","B-Shrenik Nagar Amrut Nagar, Behind Ghatkopar Industrial Estate, Ghatkopar (W)",Adarsh General and Maternity Nursing Home- Ghatkopar,Maharashtra,Mumbai
8727,15671,"19.0908063, 72.9076669",Ghatkopar(W),Advanced Ent Center,Maharashtra,Mumbai
8728,15672,"19.0908063, 72.9076669","207, Jyoti Chambers, Khot Lane, Above New Bata Showroom,Ghatkopar(W), Mumbai",Amar Jyot Eye Care Centre,Maharashtra,Mumbai
8729,15673,"19.0898792, 72.908696","104, Prabhu Krupa, Next To Radha-Krishna Hotel, L.B.S. Marg, Ghatkopar (W) Mumbai",Dalal Hospital,Maharashtra,Mumbai
8730,15674,"19.0908063, 72.9076669",Ghatkopar(W),Divya Rekha Eye Hospital,Maharashtra,Mumbai
8731,15675,"19.0908063, 72.9076669","Shiva Plaza, Lbs Road, Opp Ghatkopar Tel Exchange, Ghatkopar (W) Mumbai",Dr Sonagra Medical And Surgical Centre,Maharashtra,Mumbai
8732,15676,"19.0908063, 72.9076669","Chandrodaya, Jivdaya Lane, L.B.S. Road, Between Ghatkopar Telephone Exchange & Sorvodaya Hospital Ghatkopar (W)",Dr Sules Vaibhav Polyclinic and Siddharth Nursing Home,Maharashtra,Mumbai
8733,15677,"19.0898504, 72.9013911","Avantika Apt., New Maneklal Estate, Ghatkopar (W)",Dr. Bhanushalis Nursingh Home,Maharashtra,Mumbai
8734,15678,"19.0908063, 72.9076669","B - 6 / 7 Ist Floor, Dharmodaya, Jeevdaya Lane, Ghatkopar (West)",Dr. Savlas Polyclinic And Nursing Home - Mumbai,Maharashtra,Mumbai
8735,15679,"19.0908063, 72.9076669","Ghatkopar,West",Dr. Vinod B Joshi Maternity Nursing Home,Maharashtra,Mumbai
8736,15680,"19.0908063, 72.9076669","B/6-7, 1St Floor Dharmodya Building Jeevdaya Lane Ghatkopar (W)",Fracture Care Hospital and Dignostic Center,Maharashtra,Mumbai
8737,15681,"19.0890786, 72.9075341","301-302/B, Bhaveshwar Plaza, Near Shreyas Cinema, Lbs Marg, Ghatkopar East",Furia's Eye Clinic,Maharashtra,Mumbai
8738,15682,"19.0294825, 72.8560871","Shradhanand Road, Ghatkopar (W), Mumbai",H. J. Doshi Ghatkopar Hindu Sabha Hospital,Maharashtra,Mumbai
8739,15683,"19.0860468, 72.9080866","Shradhanand Rd, Ghatkopar Mumbai",Harilal Jechand Doshi Ghotkopar Hindu Sabha Hospit,Maharashtra,Mumbai
8740,15684,"19.1445583, 72.9373038","Opposite Ghatkopar Rly. Station, Mumbai",Jeevan Jyot Hospital,Maharashtra,Mumbai
8741,15685,"19.0908063, 72.9076669","No. A/102, Chandrodaya Bldg,Jivdaya Lane,Between Sarvodaya Hospital & Telephone Exchange,Ghatkopar (W),",Jeevandeep Children Hospital,Maharashtra,Mumbai
8742,15686,"19.07907, 72.907976","Jivdaya Lane, Dharmodaya B Wing, 1St Floor, Ghatkopar (W) Mumbai-86",Jivdaya Hospital,Maharashtra,Mumbai
8743,15687,"19.0898792, 72.908696","2A/2B, Dhanwantari Bldg., Opposite Abhiyudaya Bank, Jeevdaya Lane, Off L.B.S Marg Ghatkopar ( West ) ,Mumbai",Kedia Nursing Home,Maharashtra,Mumbai
8744,15688,"19.0886373, 72.9080266","B-1,Anand Bhuvan,Hira Chand Desai Rd, Ghatkopar (West), Mumbai,",Matangi Nursing Home,Maharashtra,Mumbai
8745,15689,"19.0879271, 72.90482","B103-104, Lal Bahadur Chs, Opposite Sarvodaya Hospital, L B S Road Ghatkopar",Medico Surgical Clinic And Hospital,Maharashtra,Mumbai
8746,15690,"19.0908063, 72.9076669","302/303, Trimurti Arcade, 3Rd Flr, L.B.S. Road, Near Sarvodaya Hospital, Ghatkopar (W)",Navnirman Maternity And Surgical Hospital,Maharashtra,Mumbai
8747,15691,"19.0898792, 72.908696","203- A, 205, Trimurti Arcade, Near Sarvodya Hospital, L.B.S.Marg, Ghatkopar(W), Mumbai",Noble Hospital,Maharashtra,Mumbai
8748,15692,"19.0898792, 72.908696","A1, Harekrishna Building,First Floor,Near Telephone Exchange,L.B.S. Marg,Ghatkopar(West)",Nulife Hospital,Maharashtra,Mumbai
8749,15693,"19.0898792, 72.908696","Ward No 29/30, Sarvodaya Hospita, L B S Marg,Ghatkopar West, Mumbai",Psychiatric Clinic and Rehabiliation Centre,Maharashtra,Mumbai
8750,15694,"19.1029426, 72.9117206","A-1,2 Aarti, Amrut Nagar, Ghatkopar (W), Mumbai,",Pushpak Maternity and Nursing Home,Maharashtra,Mumbai
8751,15695,"19.0864675, 72.9041042","Gr. Flr, Prem Ashish, Opposite Param Keshav Baug, Navroji Lane, Ghatkopar (W)",Sanghavi Eye Clinic,Maharashtra,Mumbai
8752,15696,"19.0868475, 72.9079402","Rangwala Appt, 1St Flr, Mahatma Gandhi Rd, Opp Bank Of India, Ghatkopar W)",Sanjeevani Nursing Home,Maharashtra,Mumbai
8753,15697,"19.0898792, 72.908696","A Wing,Bhaveshwar Plaza Lbs Marg Ghatkopar - West Mumbai",Sapna Health Care Centre Pvt Ltd,Maharashtra,Mumbai
8754,15698,"19.0879271, 72.90482","C-403 & 404, 4Th Floor, Bhaveshwar Plaza,L.B.S.Marg,Ghatkopar.",Sarita Eye Clinic,Maharashtra,Mumbai
8755,15699,"19.0898792, 72.908696",Siddhi Sai Co Op Hsg Soc Gr.Flr. Damodar Park Next To Shreyas Cinema L B S Marg Ghatkopar(W) Mumbai,Shakunntala Maternity and Surgical Home,Maharashtra,Mumbai
8756,15700,"19.0898792, 72.908696","Siddhi Sai Co-Op Hsg Soc, Gr Flr, Damodar Park, Next To Shreyas Cinema. L B S Marg, Ghatkopar (W)",Shankutala Maternity and Surgical Home,Maharashtra,Mumbai
8757,15701,"19.0908063, 72.9076669","Prabhu Krupa,103, L.B.S. Marg, Sarvodaya Hospital, Ghatkopar(W), Mumbai,",Shanti Nursing Home,Maharashtra,Mumbai
8758,15702,"19.0932331, 72.9136926","A/101,Chandradaya Bldg,Above Saibaba Temple,R.B. Kadam Marg, Lbs Road,Ghatkopar(W)",Shradha Heart Hospital,Maharashtra,Mumbai
8759,15703,"19.0908063, 72.9076669","40, Shah Veni Bhavan, Jagdushanagar, Ghatkopar (W), Mumbai,",Shree Nagher Samaj Sanchalit Hospital,Maharashtra,Mumbai
8760,15705,"19.0908063, 72.9076669","401, Rajshree Plaza, L.B.S. Marg, Opposite Shreyas Theatre, Ghatkopar(West), Mumbai",Suyog Urology Centre,Maharashtra,Mumbai
8761,15706,"19.0898792, 72.908696","Trimurti Arcade, Near Sarvodaya Hospital, L.B.S. Marg, Ghatkopar (W),Mumbai",Thakur Eye Clinic - Ghatkopar,Maharashtra,Mumbai
8762,15707,"19.0880594, 72.905286","Chandrodaya, Jivdaya Lane, L.B.S. Marg, Ghatkopar (W), Mumbai",Vaibhav Polyclinic and Siddharth Nursing Home,Maharashtra,Mumbai
8763,15708,"19.010738, 72.832083","3Rd Floor, M G Rd, Near Bank Of India, Ghatkopar West, Mumbai",Vatsalya Maternity and Surgical Nursing Home,Maharashtra,Mumbai
8764,15709,"19.0908063, 72.9076669","(Previously Known As The Metropolitan Heart Institute And Research Centre) Trimurti Arcade, L B S Marg, Near Sarvoday Hospital, Ghatkopar, (West), Mumbai",Zynova Heartcare Pvt. Ltd. / The Metropolitan Heart Institute And Research Centre,Maharashtra,Mumbai
8765,15710,"19.0516874, 72.9194798",Plot No 120 Saikunj Station Road Opp Ankur Theatre Govandi E Mumbai,Kallash Jeevan Hospital,Maharashtra,Mumbai
8766,15711,"19.0327996, 72.8963568","Ujagar Prints, Sunder Naug, Opposite Deonar Bus Depot, Chembur, Chembur",Nova Medical Centres Private Limited,Maharashtra,Mumbai
8767,15713,"19.2539332, 72.8672448","A1, A2, A3, Ranjan Ritika S V Road Next To Dahisar Polic Station Dahisar (E) Mumbai",Shraddha Hospital,Maharashtra,Mumbai
8768,15715,"19.0327996, 72.8963568",Chembur,Disha Psychiatric Clinic,Maharashtra,Mumbai
8769,15717,"19.0327996, 72.8963568",4 Tapasya 1St Floor Opp Shoppers Stop Above Icic Bank G M Road Chembur Mumbai,Dr Indumati Gopinathan Computerised Laboratory,Maharashtra,Mumbai
8770,15718,"19.0759837, 72.8776559","409, Om Kemp Corner",Kapoor Eye Center,Maharashtra,Mumbai
8771,15719,"19.1108713, 72.9324731","2/252/3369, Tagore Nagar, Vikhroli, Mumbai",Priya Maternity Home,Maharashtra,Mumbai
8772,15720,"19.0327996, 72.8963568","37, Dhanlaxmi Apartments,Pestom Sagar Road No.2,Amar Mahal,Chembur",Rane Hospital,Maharashtra,Mumbai
8773,15721,"19.0327996, 72.8963568",Chembur,Rushi Nursing Home,Maharashtra,Mumbai
8774,15722,"19.0609237, 72.9053059","Gaikwadnagar, P.Y.Thorat Marg, Chembur, Mumbai",Shramik Nursing Home,Maharashtra,Mumbai
8775,15723,"19.2268919, 72.8444188","Cts-137, Nest To Chogles Hanuman Temple, Ram Mandir Road Babhai Borivali (W)",Bhargav Medical Centre,Maharashtra,Mumbai
8776,15724,"19.2486286, 72.8500441","Kaustabh, Holy Cross Road, I C Colony, Borivali West, Mumbai",Dr. Abhijit Mahadeo Valanju,Maharashtra,Mumbai
8777,15727,"19.2380341, 72.8452546","E- 18/001A, Yogi Nagar, Eksar Road, Borivali(W), Mumbai",Rajendra Maternity and Surgical Nursing Home,Maharashtra,Mumbai
8778,15729,"19.231169, 72.8387275","A-104, Shivdorshan, Satyanagar, Borivali (West)",Aastha Eye Clinic,Maharashtra,Mumbai
8779,15731,"19.222312, 72.8534365","S.V Road Barivali(W),Mumbai",Anand Medical Centre,Maharashtra,Mumbai
8780,15738,"19.1314413, 72.8342384",Sejal 1St Floor Link Extension Road Off. Veera Desai Road Andheri (West),Belle-Vue General Nursing Home,Maharashtra,Mumbai
8781,15739,"19.235267, 72.8607045","Ganesh Nivas, 2Nd Floor, Pai Nagar, Borivali (E), Mumbai",Bhagat Nursing Home,Maharashtra,Mumbai
8782,15742,"19.0759837, 72.8776559","A/001,Swapnalok Apt. Natakwala Lane, Off S.V. Road, Behind Sunder Super Market, Borivli (West), Mumbai",Dhanashri Nursing Home and Iccu,Maharashtra,Mumbai
8783,15744,"19.2375183, 72.8548501","A/6,Shroff Apartment, Sodawala Lane Off., S.V.P.Road, Borivali (West), Mumbai",Dr. Alok Shahs Iccu and Nursing Home,Maharashtra,Mumbai
8784,15749,"19.2505412, 72.8506775","Holy Cross Road, I C Colony, Boriwali(W)","Kaustubh Icu, Maternity Nursing Home",Maharashtra,Mumbai
8785,15750,"19.0759837, 72.8776559",Vashi,L H Fortis,Maharashtra,Mumbai
8786,15751,"19.2187105, 72.8522215","109-B, Lancelot Building, S V Road Borivali(W) Mumbai",Lancelot Dialysis Unit,Maharashtra,Mumbai
8787,15753,"19.2375183, 72.8548501","103,104,Lobo Mansion, OppositeDigamber Jain Temple, S.V.P.Road, Borivali, Mumbai",Nanda Nursing Home-Borivli,Maharashtra,Mumbai
8788,15754,"19.0759837, 72.8776559","2Nd Flr, Arunoday Shopping Centre, Next To Ajanta Theater Market Lane Borvili Mumbai",Neoplus Criticare Private Ltd.,Maharashtra,Mumbai
8789,15756,"19.2213018, 72.8399394","C-01, Parasmani, Chikuwadi, Shimpoli, Borivali (W) Mumbai-",Niramay Mother-Care Centre (Maternity and Surgical),Maharashtra,Mumbai
8790,15759,"19.0759837, 72.8776559","Opposite Dr.S.S.Panya Chowk, Sodawala Lane, Borivli (W), Mumbai",Pandya Surgical and Maternity Hospital,Maharashtra,Mumbai
8791,15760,"19.226821, 72.8549865","Mangal Kunj 1St Floor, S.V. Road Borivli (W) Mumbai",Patel Nursing Home,Maharashtra,Mumbai
8792,15762,"19.2301995, 72.8404511","L T Road, Borivli (W)",Raj Jyoti Hospital,Maharashtra,Mumbai
8793,15764,"19.2449206, 72.8478044","103, 1St, Floor, Ruby C H S Goral 2, Borivali",Renuka Children Clinic and Medicare Centre,Maharashtra,Mumbai
8794,15765,"19.0759837, 72.8776559","C-2/201, Anjan Apartments, S. V. Road, Shimpoli Road Junction. Borivli (W), Mumbai",Rhushabh Nursing Home,Maharashtra,Mumbai
8795,15766,"19.2290453, 72.8514375","Nanddham, L T Rd, Borivli (W) Mumbai",Rose Petal Nursing Home,Maharashtra,Mumbai
8796,15769,"19.2172084, 72.848035","101/A, Panchratna, Malji Nagar, Saibaba Mandir Road, Borivali (W), Mumbai",Sanghvi Maternity and Surgical Hospital,Maharashtra,Mumbai
8797,15770,"19.2465825, 72.8502157","1, Sakshat, Opposite Gokhale School, Shimpoli Cross Road No.2, Borivali (W),",Seth Ent and Eye Clinic,Maharashtra,Mumbai
8798,15771,"19.219868, 72.8524778","4, F Prem Nagar, Off Svp Road, Borivali West",Shah Surgical And Maternity Nursing Home,Maharashtra,Mumbai
8799,15772,"19.223019, 72.844611","Padma Nagar, Chiku Wadi, Shimpoli Village, Borivali (West)",Shivani Medical Centre,Maharashtra,Mumbai
